杭州丁香综合门诊部有限公司,Hangzhou
杭州丁香泛美医疗门诊部有限公司,Hangzhou
曜影医疗-歌斐中心门诊部,Shanghai
曜影医疗,Shanghai
景贤口腔门诊部,Shanghai
小樱桃门诊部,Shanghai
复旦大学附属眼耳鼻喉科医院,Shanghai
复旦大学附属浦东医院-VIP门诊,Shanghai
复旦大学附属妇产科医院,Shanghai
复旦大学附属华山医院国际医疗中心,Shanghai
复旦大学附属华山医院东院-B区高级专家门诊,Shanghai
复旦大学附属华东医院特需门诊部,Shanghai
复旦大学附属儿科医院第一诊疗中心,Shanghai
复旦大学附属中山医院特需门诊,Shanghai
复旦大学附属中山医院外宾部-逸仙医院　,Shanghai
复旦大学附属中山医院,Shanghai
圣安门诊部,Shanghai
唯儿诺-古北儿科门诊部（上海华普康儿科门诊部）,Shanghai
唯儿诺-上海陆家嘴门诊部,Shanghai
唯儿诺-上海新天地门诊部,Shanghai
同济大学附属同济医院特需诊疗科,Shanghai
仁济特约门诊/中加联合门诊/国际家庭门诊,Shanghai
交通大学附属胸科医院,Shanghai
交通大学附属上海第九人民医院,Shanghai
中国福利会国际和平妇幼保健院美兰湖分院,Shanghai
中国福利会国际和平妇幼保健院VIP贵宾部,Shanghai
上海集益口腔门诊部,Shanghai
上海闵行和美家诊所,Shanghai
上海闵行中心医院-特需门诊,Shanghai
上海闵宝儿科门诊部,Shanghai
上海长海医院,Shanghai
上海长征医院,Shanghai
上海铂颂锦安门诊部,Shanghai
上海远大心胸医院,Shanghai
上海远大心胸医院,Shanghai
上海辰新医院,Shanghai
上海赟动康复医学门诊部,Shanghai
上海赛德口腔南京西路门诊部,Shanghai
上海莱佛士医疗中心,Shanghai
上海艾儿贝佳妇产科医院,Shanghai
上海良远健康门诊部,Shanghai
上海臻视眼科门诊部,Shanghai
上海臻宝儿科门诊部,Shanghai
上海联和医疗门诊部,Shanghai
上海美兆健康体检中心,Shanghai
上海第一人民医院松江新院国际医疗保健中心,Shanghai
上海禾新医院国际部,Shanghai
上海禾新医院,Shanghai
上海睿宝儿科门诊部,Shanghai
上海益丰光星大药房,Shanghai
上海百诺门诊,Shanghai
上海百汇医疗瑞鹰门诊部,Shanghai
上海百汇医疗瑞祥门诊部,Shanghai
上海百汇医疗瑞浦门诊部,Shanghai
上海百汇医疗瑞新门诊部,Shanghai
上海百汇医疗汇星金浦门诊部,Shanghai
上海百汇医疗新瑞门诊部,Shanghai
上海百年茂口腔门诊部,Shanghai
上海申德医院,Shanghai
上海瑞金广慈门诊部,Shanghai
上海瑞慈瑞铂门诊部,Shanghai
上海瑞尔齿科-虹桥诊所,Shanghai
上海瑞尔齿科-正大诊所,Shanghai
上海瑞尔齿科-时代广场诊所,Shanghai
上海瑞尔齿科－徐家汇诊所,Shanghai
上海瑞尔齿科-宏嘉诊所,Shanghai
上海瑞尔齿科-名人诊所,Shanghai
上海瑞尔齿科-古北诊所,Shanghai
上海瑞尔齿科--碧云诊所,Shanghai
上海瑞尔齿科--新天地诊所,Shanghai
上海瑞尔静安公园诊所,Shanghai
上海瑞尔联洋诊所,Shanghai
上海瑞尔大宁诊所,Shanghai
上海瑞东医院国际医疗部,Shanghai
上海王艺口腔诊所,Shanghai
上海爱满地口腔门诊部,Shanghai
上海熙康健管中心,Shanghai
上海浦滨儿童医院,Shanghai
上海浦南医院南院（国际医疗部）,Shanghai
上海浦东医院-国际旅游度假区医疗站,Shanghai
上海沃德医疗中心,Shanghai
上海永慈康复医院,Shanghai
上海永典口腔门诊部,Shanghai
上海正安喜悦中医门诊部,Shanghai
上海樱园门诊部,Shanghai
上海樱园门诊,Shanghai
上海樱华门诊,Shanghai
上海森茂诊疗所,Shanghai
上海格维口腔门诊,Shanghai
上海曲阳医院-体检中心,Shanghai
上海景康门诊部,Shanghai
上海景康门诊部,Shanghai
上海景康牙科,Shanghai
上海新视界中兴眼科医院,Shanghai
上海拜尔口腔--瑞虹门诊部（虹尔）,Shanghai
上海拜尔口腔--浦东联洋门诊部（柏尔）,Shanghai
上海拜尔口腔--浦东世纪大道门诊部（奥华）,Shanghai
上海拜尔口腔--东方天地旗舰门诊部（博尔）,Shanghai
上海拜尔口腔--上海广场门诊部（金尔）,Shanghai
上海拜博昌仁口腔医院,Shanghai
上海拜博拜尔门诊部,Shanghai
上海德达德西门诊部,Shanghai
上海德达医院,Shanghai
上海德达医院,Shanghai
上海德诚会口腔诊所（静安店）,Shanghai
上海德真会口腔诊所（虹桥店）,Shanghai
上海德申会口腔诊所（联洋店）,Shanghai
上海德清会口腔诊所（金桥店）,Shanghai
上海德信会口腔诊所（高岛屋店）,Shanghai
上海开元骨科医院,Shanghai
上海康汇门诊部,Shanghai
上海康怡口腔门诊部,Shanghai
上海平和门诊部,Shanghai
上海平和门诊部,Shanghai
上海市第十人民医院口腔特诊部,Shanghai
上海市第六人民医院国际医疗中心,Shanghai
上海市第七人民医院特诊部,Shanghai
上海市第一妇婴保健院南院VIP门诊,Shanghai
上海市第一妇婴保健院东院-特需门诊,Shanghai
上海市第一人民医院国际医疗保健中心,Shanghai
上海市浦东新区人民医院-特需门诊,Shanghai
上海市养志康复医院（上海市阳光康复中心）,Shanghai
上海市儿童医院特诊部-普陀新院,Shanghai
上海市儿童医院特诊部,Shanghai
上海市东方医院（南院）特诊部,Shanghai
上海岳辰口腔门诊部,Shanghai
上海寓医馆,Shanghai
上海寓医馆,Shanghai
上海宋园美华妇儿医院,Shanghai
上海天坛普华医院,Shanghai
上海圣欣门诊,Shanghai
上海圣恩门诊,Shanghai
上海国际旅行医疗保健门诊部,Shanghai
上海国际医学中心,Shanghai
上海嘉静门诊部（嘉会诊所（静安））,Shanghai
上海嘉尚门诊部\嘉会诊所（杨浦）,Shanghai
上海嘉会国际医院,Shanghai
上海和睦家医院,Shanghai
上海和生堂中医门诊部,Shanghai
上海君康医院,Shanghai
上海君和堂-碧云馆（上海盛和红枫康复医学门诊）,Shanghai
上海君和堂-古北馆（上海盛和康复医学门诊部）,Shanghai
上海名流健康管理股份有限公司,Shanghai
上海合满家门诊部,Shanghai
上海博爱医院国际医疗服务中心,Shanghai
上海卓信口腔门诊部,Shanghai
上海华检体检中心,Shanghai
上海全景医学影像诊断中心,Shanghai
上海全康医疗浦西诊所,Shanghai
上海儿童医学中心特诊部,Shanghai
上海信华堂门诊部,Shanghai
上海优仕美地门诊部,Shanghai
上海众益达中医门诊部,Shanghai
上海众康门诊部,Shanghai
上海仁爱医院国际医疗中心,Shanghai
上海交通大学医学院附属新华医院-特需门诊,Shanghai
上海交通大学医学院附属同仁医院特需门诊（原上海市长宁区中心医院特需门诊）,Shanghai
上海交通大学医学院附属仁济医院（浦东分院）特需部,Shanghai
上海中医药大学附属龙华医院特需门诊部,Shanghai
上海中医药大学附属曙光医院浦西特需门诊,Shanghai
"上海中医药大学附属曙光医院（浦东新院,特需门诊）",Shanghai
上海丽洁口腔门诊部,Shanghai
上海东方肝胆外科医院-安亭新院,Shanghai
上海东方肝胆外科医院,Shanghai
上海东方国际医院,Shanghai
上海东方医院特诊部,Shanghai
上海东和邦道门诊部,Shanghai
上海三爱中医门诊部,Shanghai
上海万达全程健康门诊部,Shanghai
上海万嘉中医门诊部,Shanghai
