"北京
Beijing","西城区
Xicheng District",否 No,"公立医院
Public Hospitals",门诊 OP,"北京按摩医院特需部
Beijing Massage Hospital, VIP Department","中医治疗，中医理疗
TCM treatment, TCM physiotherapy","北京市西城区宝产胡同7号
7 Baochan Road, Xicheng District, Beijing","早上 7:30 至 11:45，下午1:30 至 6:00，
晚上 7:00 至 10:00
7:30 am - 11:45 am, 1:30 pm - 6:00 pm,
7:00 pm – 10:00 pm","早上 7:30 至 11:45，下午 1:30 至 6:00，
晚上 7:00 至 9:00
7:30 am - 11:45 am, 1:30 pm - 6:00 pm,
7:00 pm – 9:00 pm","010-66163116
010-66162116 (转 800)
400-820-0955 (团险 CGHB)
400-820-7553 (个险 IPMI)",,英语/English,,"1. 就诊前请提前预约。 外籍客户请通过招商信诺客服中心进行预约。Please make appointment in advance. International members may make appointment via Cigna & CMB service center.
2. 不提供中草药直付服务。DB service of Chinese herbal medicine is not available.
3. 医院因IT问题暂不能收取客户自付额。Due to IT issue, hospital will not be able to collect co-insurances.",http://www.massage-hospital.com/
"北京
Beijing","顺义区
Shunyi District",否 No,"公立医院
Public Hospitals",门诊 OP,"北京空港医院*
Beijing Airport Hospital*","内分泌科、眼科、泌尿科 Endocrinology, Ophthalmology, Urology","北京市顺义区后沙峪镇双裕街49号(近后沙峪政府)
49 Shuangyu Street, Houshayu Town, Shunyi District, Beijing","5月1日 至 9月30日, 1st May to 30th Sep.
早上 8:00 至 11:30，下午 2:00 至 5:30
8:00 am - 11:30 am, 2:00 pm - 5:30 pm
10月1日 至 4月30日, 1st Oct. to 30th Apr.
早上 8:00 至 11:30，下午 1:30 至 5:00
8:00 am - 11:30 am, 1:30 pm - 5:00 pm","5月1日 至 9月30日, 1st May to 30th Sep.
早上 8:00 至 11:30，下午 2:00 至 5:30
8:00 am - 11:30 am, 2:00 pm - 5:30 pm
10月1日 至 4月30日, 1st Oct. to 30th Apr.
早上 8:00 至 11:30，下午 1:30 至 5:00
8:00 am - 11:30 am, 1:30 pm - 5:00 pm","400-820-0955 (团险 CGHB)
400-820-7553 (个险 IPMI)",,,,"1. 客户需自带保险卡及身份证件复印件。Please bring the copy of insurance card and ID or passport by yourself.
2. 挂号时请主动出示保险卡。Please show your insurance card when you register.
3.到达医院后，请先到4号收费窗口出示保险卡，并将保险卡及复印件交给工作人员。然后到信息台填写办理就诊卡的的信息表，填写完毕后到对面的挂号处办理就诊卡和挂号。就诊结束后，请回4号窗口拿回您的保险卡。When member arrive hospital, please go to counter 4 of cashier to present and leave your insurance and copy there, and then go to information desk to fill in a information form. After that, member goes to register room for the medical card issue and registration. After consultation, please go back counter 4 to retrieve your insurance card.",
"北京
Beijing","海淀区
Haidian District",否 No,"公立医院
Public Hospitals",门诊 OP/住院 IP,"中国人民解放军总医院第六医学中心特需部（原中国人民解放军海军总医院）*
The Sixth Medical Center of PLA General Hospirtal VIP Department*","耳鼻喉科、腰椎间盘疾病、结节病、视光学疾病、神经疾病、核医学科、骨科、呼吸内科、心血管内科、眼科 ENT, Lumbar Disc Disease, Sarcoidosis, Optometry Diseases, Neurological Diseases, Nuclear Medicine, Orthopedics, Respiratory Medicine, Cardiology, Ophthalmology","北京市海淀区阜成路6号
6 Fucheng Road, Haidian District, Beijing","早上 8:00 至 11:00，下午 2:00 至 4:00
8:00 am - 11:00 am, 2:00 pm - 4:00 pm","休息
Closed","400-820-0955 (团险 CGHB)
400-820-7553 (个险 IPMI)",,,,"1. 客户需自带保险卡及身份证件复印件。Please bring the copy of insurance card and ID or passport by yourself.
2.到达医院后，请先到外科楼10楼特需部挂号，挂号费7元不能直付。同时填写理赔表并将保险卡、身份证复印件交给工作人员，特需部门诊仅能提供内科门诊。如需就诊医院其他科室或需要大型仪器检查，请先到外科楼10楼特需部挂号，再到内科楼一楼特需收费口挂账，之后就诊。When you arrives at the hospital, you need to go to the 10th floor of the hospital surgical building where the VIP department located. Firstly to register, register fee is RMB 7.00. You must pay in cash because register fee cannot apply direct billing. Only internal medicine is available in VIP department. If you require other medical consultations or large equipment diagnoses, please register at 10th floor VIP department, then go to the hospital VIP cashier desk located on the 1st floor of internal medicine building before treatment.",http://www.hjzyy.com.cn/
"北京
Beijing","海淀区
Haidian District",否 No,"公立医院
Public Hospitals",门诊 OP/住院 IP,"北京大学第三医院会诊中心*
Peking University Third Hospital, Consultation Center*"," 运动医学、骨科、消化科、呼吸科、眼科 Sport Medicine, Orthopedic, Gastroenterology, Respiratory Medicine, Ophthalmology","北京市海淀区花园北路49号门诊楼8层
8F OP Building, 49 North Huayuan Road, Haidian District, Beijing","上午 8:00 至 11:30，下午 1:30 至 5:00
8:00 am - 11:30 am, 1:30 pm - 5:00 pm","休息
Closed","400-820-0955 (团险 CGHB)
400-820-7553 (个险 IPMI)","周二 和 周四：根据预约时间
Tuesday and Thursday:
depand on appoinment.",英语/English,,"1.需提前预约。到达医院后请先到门诊8层8033室登记。请注意会员如果无故爽约，将会被医院列入黑名单并取消以后的预约资格。Please make appointment. Please go to Room 8033, 8F to regester when you arrive at hospital. Please note that any member who is absent for the appointment will be put in blacklist and cannot make further appointment any more.
2. 需医生提供英语服务，请提前告知医院，外籍客户需要陪诊。Please notify hospital in advance, if English service is needed and foreigner need accompany.
3. 住院只提供双人间病房。 Only two-bed room is available for hospitalization.
4.根据医生的安排患者可能会被安排在门诊8层会诊中心或被带到普通门诊就诊。 Patients will have consultation at Consultation Center at the 8F of outpatient building or the regular outpatient if needed.",http://www.puh3.net.cn/wap
"北京
Beijing","东城区
Dongcheng District",否 No,"公立医院
Public Hospitals",住院 IP,"北京医院*
Beijing Hospital*","心血管内科、中医科、神经内科、呼吸科 Cardiovascular, TCM, Neurology, Respiratory","北京市东城区东单大华路1号
1 Dahua Road, Dongdan, Dongcheng District, Beijing","早上 8:00 至 11:30，下午 13:30 至 4:00
8:00 am -11:30 am, 13:30 pm - 4:00 pm ","休息
Closed","400-820-0955 (团险 CGHB)
400-820-7553 (个险 IPMI)",,,,请向招商信诺客服传真（021-60863199 / 021-60863198）住院证和门诊病历复印件申请担保函。 Please fax your admission note and medical record to Cigna CMB (021-60863199 / 021-60863198) to apply for GOP.,http://wap.bjhmoh.cn/
"北京
Beijing","东城区
Dongcheng District",否 No,"公立医院
Public Hospitals",门诊 OP/住院 IP,"北京协和医院国际医疗部
Peking Union Medical College Hospital, International Medical Services","耳鼻喉科、呼吸科、风湿科、妇产科、骨科、内分泌科、神经内科、消化科 E.N.T., Pneumology, Rheumatology, OB & GYN, Osteology, Endocrinology, Neurology, Gastroenterology","北京市东城区东单北大街53号内科楼一段二层
2F, First Section, Internal Medicine Building, 53 North Dongdan Street, Dongcheng District, Beijing","早上 8:00 至 12:00，下午 1:30 至 4:30
夜门诊：下午 5:00 至 晚上 8:00
8:00 am - 12:00 pm, 1:30 pm - 4:30 pm
Night OP: 5:00 pm - 8:00 pm","仅限急诊
Emergency only","010-69156699
(该预约电话只提供产科、口腔科，特约门诊预约挂号服务，预约一周内号源，其他科室预约需要通过APP。Routine clinics: Only available to obstetrics, stomatology and special clinic. Appointments can be made one week in advance. For other departments appointments, please go to APP.)
(特约门诊：特约门诊为医生利用休息时间或非常规门诊时间，为病人看诊，需要协调医生和病人的时间。Special clinics: Doctors who use their resting time or non-routine clinic time to see the patients. The hospital call center will coordinate the time both for the doctors and the patients.)
010-69155288 (国际部急诊电话24h。The number for the Emergency Clinic in IMS.)
010-69154266 (国际部健康管理中心（体检）咨询电话。The consultation number for the HMC in IMS.)
APP预约：商保客户需要先在APP上预约缴费，就诊当天来商保窗口取号，挂号费15个工作日内原路径退回（预约一周内号源，除了产科、口腔科，其他门诊号源全部由电话预约转移到APP）
APP appointment: Insurance clients will make appointments and pay the consultation fees on APP. When they come to the insurance window to get register sheets, the consultation fees will go back to where they were paid in 15 business days. (Appointments can be made one week in advance. All department appointment resources are moved to APP except obstetrics and stomatology.)","周一 至 周四：
早上 7:40 至 下午 4:40
Monday - Thursday:
7:40 am - 4:40 pm",英语/English,"内科、外科、皮肤科、骨科、泌尿外科、儿科、
妇产科
Internal medicine, Surgery, Dermatology, Othopaedic, Urinary Surgery, Paediatrics, Gynaecology and Obstetrics","1.国际部将于2018年3月31号开设周六门诊，时间：7:40-12:00。The international department will open the regular clinic on Staturday from the 31st March, starting from 7:30 to 12:00.
2.有儿科，并且只有儿内科。一般当天有儿科门诊医生出诊的话，是不建议挂急诊的。Pediatrics is available and only the internal medical department for children is available. Usually the emergency clinic is not suggested if the pediatric doctors are available.
3.婴幼儿预约时请提供户口本上登记的身份证号码和出生证明。Please provide ID Card Number as registered on the Household Book and Birth Certificate while make appointment for Baby and Infants.
4.请提前1天到1周电话预约门诊，预约时请提供就诊卡号和身份证号码，急诊为24小时不需预约。Please make the appointment 1 day  to 1 week in advance for outpatient ,while make the appointment please provide the Peking Union Hospital Patient ID Number (if this is not your first visit )and your ID  card Number.As for Emergency is 24 hours, and no need to make appointment in advance.
5.国际医疗部急诊就诊在内科楼南侧国际医疗部门诊2层。The Emergency Department is at the 2nd Floor of International Medical Center Building.
6.如果客户就诊没有保险卡或者带电子卡或者纸质保险卡，客户需要本人拨打客服热线申请身份确认函，如需帮助驻院代表可以协助客户。If the members don't have the insurance card or they hold the electronic one or the paper one, they need to call the CSR department to apply for the identity confirmation letter. The hospital representative will assist the members if needed.
7.就诊结束后需要先在收费处计费然后交回填写好的理赔单到商业保险接待处，核对并取回自己的保险卡。After you finish the consultation, you need to keep account at the cashier, return the Claim form back to the  Insurance Reception Room, check and get your insurance card back.
8.若需任何住院治疗或者手术，患者需要先看相应科室的门诊，门诊医生开具住院证。患者等床位期间，需要提前联系保险公司申请住院担保函，以确保在住院当天能享受直付服务。If you need any Inpatient Treatment or Surgeries, you need to see the general clinic of the related department and the doctor will issue the certificate for IP. When the members are waiting for the beds in the hospital, he or she needs to apply for the guarantee letter from the insurance company to ensure that they can enjoy the direct billing services the day he or she comes.
9.客户需要发送邮件到相应险种的邮箱，团险发送到pre-auth@cigna.com。个险发送到cignacmb.care@cigna.com。 邮件格式如下：1. 邮件主题：协和医院住院+保险卡号 2.  邮件内容：患者姓名，住院时间还有手术名字。 3. 邮件附件：身份证正面照片，保险卡正面照片还有跟住院有关的门诊病历的照片。如有任何问题，驻院代表可以进行协助。 The members need send e-mails to the corresponding mail-boxes. GHB members need to send the e-mail to pre-auth@cigna.com.  IPMI members need to send the e-mails to cignacmb.care@cigna.com. Please refer to the format below: 1. Subject: PUMCH IP+Insurance Card No.  2. Content: Patient name, IP time and the Surgery name. 3. Accessory: The picture of the ID card, Insurance card and the OP medical records that are related to IP. Any questions, the hospital representatives will assist you.
10.医院不接收不在本院出生小孩的疫苗接种。Vaccination is not available if the baby is not born in this hospital.
11.特约预约：需自行预约，不接受无故爽约。Making appointment with specialist：member need to make appointment by themselves. Cannot accept cancelling appointments without notice.
12.客户可以在协和医院app上进行预约。预约的时候需自行先交挂号费。就诊当日在保险窗口取号的同时，挂号费会原渠道返回。The members can make the appointment on the PUMCH APP。When they are making the appointment on the app, they need to pay for the consultation fee. When they get their registrations at the insurance window, the consultation fee will be returned the way how it is paid.
13.门诊体检：尽量提前一周预约。具体信息可咨询协和医院国际部健康管理中心010-69154266.
体检总金额低于保险保障额度的，需由保险公司出具担保函至医院，医院方可提供直付服务。
体检总金额高于保险保障额度的，由客户先自付体检总费用，而后申请事后理赔。
OP Health checkup: Please make appointment one week in advance.For the detailed information, you can consult the HMC in the international department through 010-69154266.
Total expenditure of health checkup is less than the limitation, insurance will issue GOP to hospital and hospital provide DB service for members.
Total expenditure of health checkup is beyond the limitation, please pay and claim.
http://ims.pumch.cn/Item/17093.aspx ( Items for Women RMB 9000-9500)
http://ims.pumch.cn/Item/17085.aspx (Items for Men RMB 6500-7000)
预约：如果客人要取消，请提前一天３点前通知我们。Appointment: please contact service center at least one day before 3 o'clock in advance if you want to cancel appointment.
传真Fax: 010-69155271
14.不论何种方式预约，商保客户来到医院的第一站是去商保窗口核实身份、取号。No matter which ways the customer make the appointments, he should come to the commercial insurance window to verify his identity and get the register sheet first.",http://www.pumch.cn/
"北京
Beijing","丰台区
Fengtai District",否 No,"公立医院
Public Hospitals",门诊 OP,"首都医科大学附属北京天坛医院特需门诊*
Beijing Tiantan Hospital Affiliated to Capital Medical University, VIP Clinic*","神经内科、外科 Neurology, Neurosurgery","北京市丰台区南四环西路119号门诊一部5层
5F, OP Building 1 , No 119，South Fourth Ring Road, Fengtai District, Beijing","上午 8:00 至 11:30，下午 1:30 至 5:00
8:00 am - 11:30 pm, 1:30 pm - 5:00 pm","休息
Closed","400-820-0955 (团险 CGHB)
400-820-7553 (个险 IPMI)",,,,,http://www.bjtth.org/
"北京
Beijing","东城区
Dongcheng District",否 No,"公立医院
Public Hospitals",门诊 OP,"北京中医药大学东直门医院国际医疗部
Beijing University of Chinese Medicine Dongzhimen Hospital, International Medical Department","骨科、妇科、推拿、内分泌科、心血管内科 Orthopedics, Gynecology, Massage, Urinary Systems Disease, Cardiovascular Internal Medicine","北京市东城区东四北大街279号
279 Dong Si Bei Street, Dongcheng District, Beijing","上午 8:00 至 下午 5:00
8:00 am - 5:00 pm","休息
Closed","010-84013572
010-84012662
010-84012342 (推拿科 TCM Massage)","周一 和 周四：
早上 8:00 至 下午 4:30
Monday and Thursday:
8:00 am - 4:30 pm",英语/English,,"1.就诊前请提前预约。Please make your appointment in advance.
2.推拿科就诊客户,第一次就诊需要通过招商信诺客服中心预约，确认福利。For the members need to have consultation at Massage Department , first time consultation need to make appointment via Cigna & CMB customer service center to confirm benefits.",http://www.dzmhospital.com/
"北京
Beijing","东城区
Dongcheng District",否 No,"公立医院
Public Hospitals",门诊 OP,"中国人民解放军总医院第七医学中心特需部（原中国人民解放军陆军总医院）*
The Seventh Medical Center of PLA General Hospirtal VIP Department*","创伤骨科、心血管内外科、神经内外科、眼科、内分泌
Orthopedics, Cardiovascular Internal Medicine and Surgery, Neurology and Neurosurgery, Ophthalmology, Endocrinology","北京市东城区东四十条南门仓5号门诊4楼
4F, Outpatient Building, 5 Nan Men Cang, Dong Si Shi Tiao, Dongcheng District, Beijing","早上 8:00 至 11:30，下午 2:00 至 5:00
 8:00 am - 11:30 am, 2:00 pm - 5:00 pm","休息
Closed","400-820-0955 (团险 CGHB)
400-820-7553 (个险 IPMI)",,,,"1.请在就诊当日携带一份保险卡及护照或身份证复印件，由于医院不负责复印保险卡及身份证件。
Please bring a photocopy of the membership card and Passport or  ID Card on the day of their appointment , since the hospital would not help to photocopy the Membership card and ID card.
2.特需门诊暂停，仅提供体检服务
Outpatient service suspended, physical examination is available.",
"北京
Beijing","朝阳区
Chaoyang District",否 No,"公立医院
Public Hospitals",门诊 OP/住院 IP,"北京安贞医院特需部*
Beijing Anzhen Hospital, VIP Department*"," 心内科、心外科、妇产科
Cardiology, Cardiac Surgery, Gynecology & Obstetrics. ","北京市朝阳区安贞路2号门诊楼11楼
11F Outpatient Building, 2 Anzhen Road, Chaoyang District, Beijing","早上 8:00 至 11:45，下午 1:00 至 5:00
8:00 am - 11:45 am, 1:00 pm - 5:00 pm","休息
Closed","400-820-0955 (团险 CGHB)
400-820-7553 (个险 IPMI)",,英语/English,,"1.仅为无自付额的患者提供直付服务。（持担保函的患者除外）Direct billing service is only available for the insurance plan without self-pay. （The member with GOP is excluded）
2.保险公司把担保函直接发给患者（一式两份），患者入院当天办理住院手续时将其中一份担保函交给住院处。进入病房后，将另外一份担保函交给管床医生。Insurance will issue 2 copies of GOP to member directly. Member give 1 copy of GOP to hospital staff at admission’s office and give the other copy of GOP to the doctor in charge in the ward.
3.住院客户需自己提供签名的理赔表及证件保险卡复印件，医院不负责保管。Inpatient member please provide copy of the membership card, passport or ID Card and claim form with signature.",http://www.anzhen.org/
"北京
Beijing","朝阳区
Chaoyang District",否 No,"公立医院
Public Hospitals",门诊 OP/住院 IP,"北京地坛医院VIP门诊*
Beijing Ditan Hospital, VIP Department*","肝病，传染病 Liver Disease,  Infectious Disease","北京市朝阳区京顺东街8号门诊1楼
1F, OP Building, 8 East Jingshun Street, Chaoyang District, Beijing","早上 8:00 至 11:30，下午 12:30 至 4:00
8:00 am -11:30, 12:30 pm - 4:00 pm","休息
Closed","400-820-0955 (团险 CGHB)
400-820-7553 (个险 IPMI)",,,,"1. 只有肝病科和传染科（不看肺结核病）。 Only liver disease and infectious disease is available (except tuberculosis).
2. 就诊前请提前在京医通上查询科室就诊信息。但不要在京医通上挂号，否则不能直付。Please check visit information in Jingyitong before go to hospital, but don’t register in Jingyitong, if so, it will be no direct billing services.",http://www.bjdth.com/
"北京
Beijing","朝阳区
Chaoyang District",否 No,"公立医院
Public Hospitals",门诊 OP,"中国中医科学院望京医院特需门诊
Wangjing Hospital VIP Clinic of CACMS","骨伤科、推拿科、针灸科、肾病科、风湿病科 Orthopaedics, Massage, Acupuncture, Kidney disease, Rheumatology ","北京市朝阳区花家地街医技楼2层
2F Medical Technical Building, Huajiadi Street, Chaoyang District, Beijing","周一 至 周四：上午 8:00 至 11:30，下午 1:30 至 4:30
周五：上午 8:00至11:30
Monday - Thursday: 8:00 am - 11:30 pm, 1:30 pm - 4:30 pm
Friday: 8:00 am - 11:30 pm","休息
Closed","010-114 (预约)
010-84739078 (咨询)",,,,,http://www.wjhospital.com.cn/
